,Series or Movie,IMDb Score,Awards Received,Release Date,Release Period
13878,Movie,7.3,15.0,2012-11-02,2010-2029
13879,Series,7.9,7.0,2013-06-03,2010-2029
13880,Movie,6.1,3.0,2010-05-07,2010-2029
13881,Series,8.0,4.0,2012-01-04,2010-2029
13882,Movie,5.8,Not Awarded,1997-07-18,1990-2009
13883,Movie,7.1,19.0,2010-03-26,2010-2029
13884,Series,7.5,Not Awarded,2014-04-05,2010-2029
13885,Movie,5.7,Not Awarded,2012-02-10,2010-2029
13886,Movie,6.8,3.0,2013-06-21,2010-2029
13887,Movie,7.1,Not Awarded,2013-02-08,2010-2029
13888,Movie,7.2,7.0,2004-12-10,1990-2009
13889,Movie,7.1,12.0,1998-12-18,1990-2009
13890,Series,7.8,Not Awarded,2008-04-07,1990-2009
13891,Movie,7.7,Not Awarded,1987-12-18,1970-1989
13892,Series,7.5,14.0,2001-09-26,1990-2009
13893,Movie,6.1,Not Awarded,2014-03-12,2010-2029
13894,Movie,7.0,1.0,1974-07-24,1970-1989
13895,Movie,7.3,21.0,1990-01-26,1990-2009
13896,Movie,7.0,1.0,2010-06-23,2010-2029
13897,Series,8.3,2.0,2004-01-01,1990-2009
13898,Movie,6.5,Not Awarded,2013-03-08,2010-2029
13899,Movie,7.4,Not Awarded,2012-01-18,2010-2029
13900,Movie,6.2,Not Awarded,2007-03-16,1990-2009
13901,Movie,6.2,Not Awarded,2010-09-17,2010-2029
13902,Movie,6.6,1.0,2009-12-23,1990-2009
13903,Movie,6.3,Not Awarded,2013-02-22,2010-2029
13904,Movie,6.9,Not Awarded,2014-01-31,2010-2029
13905,Movie,7.7,7.0,2013-05-16,2010-2029
13906,Movie,5.1,Not Awarded,2014-04-01,2010-2029
13907,Series,7.4,7.0,2012-09-03,2010-2029
13908,Movie,7.0,Not Awarded,2011-08-12,2010-2029
13909,Movie,7.3,Not Awarded,2013-11-25,2010-2029
13910,Movie,7.0,Not Awarded,2014-02-05,2010-2029
13911,Movie,6.9,3.0,1994-08-03,1990-2009
13912,Movie,5.3,Not Awarded,2013-11-22,2010-2029
13913,Movie,7.2,3.0,2011-12-01,2010-2029
13914,Movie,5.3,2.0,1995-06-09,1990-2009
13915,Movie,6.6,3.0,1986-09-26,1970-1989
13916,Series,8.2,Not Awarded,2006-04-04,1990-2009
13917,Series,7.4,9.0,2014-09-21,2010-2029
13918,Movie,4.8,2.0,2013-01-04,2010-2029
13919,Series,5.9,Not Awarded,2010-02-19,2010-2029
13920,Movie,7.1,34.0,2014-07-11,2010-2029
13921,Movie,7.5,Not Awarded,2014-03-14,2010-2029
13922,Movie,7.2,5.0,2013-03-22,2010-2029
13923,Movie,7.1,7.0,2014-07-09,2010-2029
13924,Movie,7.3,4.0,1984-12-05,1970-1989
13925,Movie,5.1,Not Awarded,2013-10-16,2010-2029
13926,Series,6.9,Not Awarded,2011-08-25,2010-2029
13927,Series,7.0,Not Awarded,2008-01-03,1990-2009
13928,Movie,3.5,Not Awarded,2016-02-05,2010-2029
13929,Movie,4.8,Not Awarded,2009-02-25,1990-2009
13930,Series,8.4,13.0,2010-01-25,2010-2029
13931,Movie,6.0,Not Awarded,2004-11-19,1990-2009
13932,Movie,6.4,Not Awarded,2013-07-19,2010-2029
13933,Movie,6.8,Not Awarded,1988-04-29,1970-1989
13934,Movie,6.7,8.0,2001-04-13,1990-2009
13935,Movie,6.2,Not Awarded,1994-07-01,1990-2009
13936,Movie,8.5,Not Awarded,2013-12-18,2010-2029
13937,Movie,8.3,33.0,1995-05-24,1990-2009
13938,Movie,7.6,2.0,2013-10-30,2010-2029
13939,Movie,5.7,Not Awarded,2013-11-27,2010-2029
13940,Series,6.2,Not Awarded,1989-09-04,1970-1989
13941,Movie,6.2,Not Awarded,2011-05-20,2010-2029
13942,Series,5.7,Not Awarded,2012-09-05,2010-2029
13943,Movie,6.6,Not Awarded,2014-09-04,2010-2029
13944,Series,8.8,20.0,2014-09-30,2010-2029
13945,Movie,7.4,Not Awarded,2012-12-04,2010-2029
13946,Movie,5.7,Not Awarded,2014-04-25,2010-2029
13947,Movie,7.3,Not Awarded,2011-11-15,2010-2029
13948,Series,8.8,32.0,2011-12-04,2010-2029
13949,Series,7.3,3.0,2011-01-13,2010-2029
13950,Movie,6.1,4.0,2013-02-21,2010-2029
13951,Movie,8.0,Not Awarded,2006-04-11,1990-2009
13952,Series,6.2,Not Awarded,1993-01-01,1990-2009
13953,Movie,8.3,Not Awarded,2012-08-16,2010-2029
13954,Movie,6.2,Not Awarded,2015-12-25,2010-2029
13955,Series,7.7,Not Awarded,2013-04-01,2010-2029
13956,Series,8.4,2.0,2014-06-01,2010-2029
13957,Movie,5.7,Not Awarded,2000-08-11,1990-2009
13958,Movie,6.5,1.0,2013-10-25,2010-2029
13959,Movie,7.6,3.0,2012-04-26,2010-2029
13960,Series,8.5,3.0,2004-11-06,1990-2009
13961,Movie,5.1,Not Awarded,2013-10-08,2010-2029
13962,Movie,5.9,9.0,2013-07-24,2010-2029
13963,Movie,6.0,1.0,2004-01-16,1990-2009
13964,Movie,6.0,1.0,2013-07-30,2010-2029
13965,Movie,4.4,Not Awarded,2006-02-21,1990-2009
13966,Series,8.8,27.0,2013-04-14,2010-2029
13967,Movie,6.0,Not Awarded,2009-01-09,1990-2009
13968,Movie,4.7,1.0,2005-01-21,1990-2009
13969,Series,6.5,2.0,2010-09-06,2010-2029
13970,Movie,5.9,Not Awarded,2012-07-03,2010-2029
13971,Movie,7.7,Not Awarded,2009-02-03,1990-2009
13972,Series,6.8,Not Awarded,2012-01-15,2010-2029
13973,Movie,6.4,Not Awarded,2013-04-26,2010-2029
13974,Series,8.6,25.0,2009-04-09,1990-2009
13975,Movie,4.8,Not Awarded,2009-12-22,1990-2009
13976,Series,8.9,10.0,2013-04-01,2010-2029
13977,Series,8.8,4.0,2005-08-04,1990-2009
13978,Series,8.0,59.0,1993-01-03,1990-2009
13979,Series,8.1,Not Awarded,2006-10-24,1990-2009
13980,Movie,6.3,Not Awarded,2014-06-03,2010-2029
13981,Movie,7.7,10.0,1997-05-09,1990-2009
13982,Movie,5.7,Not Awarded,2006-05-04,1990-2009
13983,Movie,6.1,1.0,2011-04-15,2010-2029
13984,Movie,5.9,Not Awarded,1990-06-08,1990-2009
13985,Movie,4.3,Not Awarded,2020-06-01,2010-2029
13986,Movie,3.1,Not Awarded,2014-02-26,2010-2029
13987,Movie,5.6,Not Awarded,1994-05-25,1990-2009
13988,Movie,6.2,Not Awarded,2014-02-21,2010-2029
13989,Movie,6.0,Not Awarded,2012-07-13,2010-2029
13990,Movie,8.0,45.0,2010-10-08,2010-2029
13991,Movie,2.1,Not Awarded,2014-10-28,2010-2029
13992,Movie,4.7,2.0,2003-07-05,1990-2009
13993,Movie,7.1,1.0,1987-08-19,1970-1989
13994,Movie,6.4,Not Awarded,2003-09-05,1990-2009
13995,Movie,7.1,8.0,2011-12-23,2010-2029
13996,Movie,6.2,Not Awarded,2013-12-27,2010-2029
13997,Movie,8.0,Not Awarded,2013-02-08,2010-2029
13998,Movie,5.7,Not Awarded,2012-03-30,2010-2029
13999,Movie,5.3,4.0,2014-05-02,2010-2029
14000,Movie,6.1,4.0,2014-04-17,2010-2029
14001,Movie,5.7,2.0,1988-05-25,1970-1989
14002,Movie,6.5,6.0,1987-05-20,1970-1989
14003,Movie,4.4,Not Awarded,1982-06-11,1970-1989
14004,Movie,5.1,Not Awarded,2012-10-02,2010-2029
14005,Movie,2.3,Not Awarded,2011-10-22,2010-2029
14006,Movie,5.2,Not Awarded,2006-08-10,1990-2009
14007,Movie,6.3,1.0,2013-12-18,2010-2029
14008,Movie,6.3,Not Awarded,2011-10-21,2010-2029
14009,Movie,5.3,Not Awarded,2013-07-31,2010-2029
14010,Movie,6.6,Not Awarded,2013-09-13,2010-2029
14011,Movie,7.8,15.0,2014-06-13,2010-2029
14012,Movie,6.4,Not Awarded,2013-09-27,2010-2029
14013,Movie,4.5,1.0,2012-06-29,2010-2029
14014,Movie,4.6,Not Awarded,2011-11-03,2010-2029
14015,Movie,7.4,21.0,2013-07-26,2010-2029
14016,Movie,6.8,5.0,2000-04-20,1990-2009
14017,Movie,7.4,Not Awarded,2013-08-07,2010-2029
14018,Movie,6.9,2.0,1991-06-28,1990-2009
14019,Movie,6.5,3.0,1994-03-18,1990-2009
14020,Movie,4.9,Not Awarded,2014-12-01,2010-2029
14021,Movie,7.5,12.0,2006-11-01,1990-2009
14022,Movie,7.1,2.0,2014-08-08,2010-2029
14023,Movie,7.2,1.0,2006-06-02,1990-2009
14024,Movie,6.3,4.0,2014-08-22,2010-2029
14025,Movie,2.5,Not Awarded,2013-07-25,2010-2029
14026,Movie,6.3,Not Awarded,2014-04-11,2010-2029
14027,Series,7.6,9.0,2014-03-19,2010-2029
14028,Movie,7.9,49.0,2001-10-19,1990-2009
14029,Movie,6.3,Not Awarded,2011-05-17,2010-2029
14030,Movie,8.4,80.0,2007-03-30,1990-2009
14031,Movie,6.1,Not Awarded,2013-03-01,2010-2029
14032,Movie,7.2,Not Awarded,2005-07-13,1990-2009
14033,Movie,5.9,1.0,2012-09-05,2010-2029
14034,Movie,7.3,12.0,2010-09-03,2010-2029
14035,Movie,6.9,Not Awarded,2011-01-27,2010-2029
14036,Movie,7.5,Not Awarded,2012-08-25,2010-2029
14037,Movie,6.8,Not Awarded,2010-02-02,2010-2029
14038,Movie,7.0,Not Awarded,2010-12-23,2010-2029
14039,Movie,7.7,12.0,2009-08-14,1990-2009
14040,Movie,6.6,20.0,2002-08-02,1990-2009
14041,Movie,6.5,3.0,1999-11-24,1990-2009
14042,Movie,6.8,Not Awarded,2008-03-05,1990-2009
14043,Movie,8.2,2.0,1963-07-04,1950-1969
14044,Movie,5.6,Not Awarded,2007-06-01,1990-2009
14045,Movie,6.0,Not Awarded,2008-03-14,1990-2009
14046,Movie,5.5,Not Awarded,2001-06-01,1990-2009
14047,Movie,7.6,16.0,2003-04-11,1990-2009
14048,Movie,7.3,29.0,2006-02-17,1990-2009
14049,Movie,3.1,Not Awarded,2007-08-03,1990-2009
14050,Movie,5.3,10.0,2013-03-22,2010-2029
14051,Movie,6.9,28.0,2007-12-07,1990-2009
14052,Movie,8.0,1.0,1967-01-18,1950-1969
14053,Movie,7.2,1.0,2011-09-16,2010-2029
14054,Movie,7.5,21.0,2012-03-29,2010-2029
14056,Movie,7.1,Not Awarded,2004-07-30,1990-2009
14057,Movie,7.5,5.0,2011-07-22,2010-2029
14058,Movie,7.7,85.0,2013-10-09,2010-2029
14059,Movie,5.0,Not Awarded,2011-01-14,2010-2029
14060,Movie,6.9,3.0,2008-09-12,1990-2009
14061,Movie,7.6,Not Awarded,1979-02-09,1970-1989
14062,Movie,7.0,1.0,2012-09-07,2010-2029
14063,Movie,7.3,1.0,2012-08-29,2010-2029
14064,Movie,7.5,8.0,2011-08-26,2010-2029
14065,Movie,8.0,1.0,1988-07-16,1970-1989
14066,Series,9.1,3.0,2009-04-09,1990-2009
14067,Movie,5.8,8.0,2009-12-25,1990-2009
14068,Series,8.2,10.0,2010-09-14,2010-2029
14069,Movie,7.6,61.0,2007-01-26,1990-2009
14070,Movie,6.6,3.0,2012-07-06,2010-2029
14071,Movie,7.5,9.0,2010-09-17,2010-2029
14072,Movie,7.2,1.0,2007-07-27,1990-2009
14073,Movie,7.0,15.0,2002-10-11,1990-2009
14074,Movie,7.0,2.0,2011-04-08,2010-2029
14075,Series,8.3,10.0,2004-10-11,1990-2009
14076,Movie,7.7,54.0,2004-10-29,1990-2009
14077,Movie,6.8,4.0,2013-03-01,2010-2029
14078,Movie,6.1,1.0,2009-02-06,1990-2009
14079,Movie,5.9,Not Awarded,2008-09-26,1990-2009
14080,Movie,6.2,2.0,2011-10-21,2010-2029
14081,Movie,6.7,4.0,2010-12-01,2010-2029
14082,Movie,7.0,7.0,2000-10-06,1990-2009
14083,Movie,6.9,6.0,1994-07-29,1990-2009
14084,Movie,6.3,2.0,2006-03-17,1990-2009
14085,Movie,7.2,7.0,2004-06-11,1990-2009
14086,Movie,8.4,57.0,2001-05-25,1990-2009
14087,Movie,7.2,Not Awarded,2008-11-15,1990-2009
14088,Movie,7.3,1.0,2001-08-23,1990-2009
14089,Series,6.0,12.0,2002-01-11,1990-2009
14090,Series,7.7,3.0,2009-04-02,1990-2009
14091,Movie,7.0,Not Awarded,2007-09-28,1990-2009
14092,Movie,6.3,3.0,2011-02-03,2010-2029
14093,Movie,6.4,25.0,2012-01-13,2010-2029
14094,Movie,6.8,1.0,2005-07-22,1990-2009
14095,Movie,7.1,9.0,2011-10-07,2010-2029
14096,Movie,6.0,6.0,2011-11-11,2010-2029
14097,Movie,6.5,Not Awarded,2006-04-21,1990-2009
14098,Movie,7.4,20.0,2011-08-19,2010-2029
14099,Movie,7.2,4.0,2003-10-02,1990-2009
14100,Movie,7.1,11.0,1999-05-28,1990-2009
14101,Movie,7.5,Not Awarded,2013-12-23,2010-2029
14102,Movie,6.3,2.0,2007-11-21,1990-2009
14103,Series,7.9,Not Awarded,2003-10-04,1990-2009
14104,Series,8.4,27.0,2007-10-14,1990-2009
14105,Series,8.3,Not Awarded,2003-01-01,1990-2009
14106,Movie,4.0,Not Awarded,2013-05-28,2010-2029
14107,Movie,7.8,14.0,1990-02-16,1990-2009
14108,Movie,6.2,1.0,2013-03-01,2010-2029
14109,Movie,6.8,Not Awarded,2011-11-02,2010-2029
14110,Movie,4.3,Not Awarded,2012-02-17,2010-2029
14111,Movie,5.5,3.0,2011-06-17,2010-2029
14112,Movie,6.1,Not Awarded,2000-10-27,1990-2009
14113,Movie,5.1,Not Awarded,2009-09-25,1990-2009
14114,Series,7.6,Not Awarded,2003-06-10,1990-2009
14115,Movie,6.4,Not Awarded,2015-01-08,2010-2029
14116,Movie,6.4,2.0,2006-03-10,1990-2009
14117,Movie,6.9,Not Awarded,2006-10-26,1990-2009
14118,Movie,6.2,Not Awarded,2011-02-11,2010-2029
14119,Movie,6.4,2.0,2011-09-23,2010-2029
14120,Movie,5.1,1.0,2006-12-15,1990-2009
14121,Movie,8.2,21.0,1976-02-09,1970-1989
14122,Movie,6.3,Not Awarded,2009-09-09,1990-2009
14124,Series,7.2,1.0,2011-04-16,2010-2029
14125,Movie,6.0,Not Awarded,2011-09-30,2010-2029
14126,Movie,7.9,13.0,2004-09-24,1990-2009
14127,Series,7.1,Not Awarded,2011-05-04,2010-2029
14128,Movie,6.5,2.0,1984-12-14,1970-1989
14129,Movie,3.6,1.0,2013-01-11,2010-2029
14130,Movie,7.3,32.0,2008-05-28,1990-2009
14131,Movie,6.6,8.0,2012-10-25,2010-2029
14132,Movie,7.0,10.0,2011-08-31,2010-2029
14133,Movie,7.5,11.0,2004-11-25,1990-2009
14134,Movie,7.5,22.0,2013-05-16,2010-2029
14135,Movie,5.8,Not Awarded,2013-07-26,2010-2029
14136,Movie,8.5,57.0,2003-03-28,1990-2009
14137,Movie,7.4,32.0,2008-01-11,1990-2009
14138,Movie,7.3,Not Awarded,2011-03-18,2010-2029
14139,Movie,7.3,1.0,2014-02-20,2010-2029
14140,Movie,7.0,11.0,1987-08-21,1970-1989
14141,Series,8.5,9.0,2014-12-05,2010-2029
14142,Movie,8.1,19.0,1994-11-23,1990-2009
14143,Movie,6.2,Not Awarded,2012-10-25,2010-2029
14144,Movie,6.3,3.0,2010-03-10,2010-2029
14145,Series,8.5,Not Awarded,2005-01-11,1990-2009
14146,Movie,7.0,34.0,2009-04-10,1990-2009
14147,Series,6.9,Not Awarded,2014-07-07,2010-2029
14148,Series,5.9,Not Awarded,2013-09-22,2010-2029
14149,Series,8.5,9.0,2006-02-03,1990-2009
14150,Movie,8.2,4.0,1995-11-22,1990-2009
14151,Movie,7.6,2.0,1994-06-10,1990-2009
14152,Movie,7.0,5.0,1992-03-20,1990-2009
14153,Series,6.9,4.0,2004-10-11,1990-2009
14154,Movie,6.5,19.0,1999-07-30,1990-2009
14155,Movie,7.2,Not Awarded,2006-12-16,1990-2009
14156,Movie,6.8,20.0,1995-08-04,1990-2009
14157,Movie,6.3,3.0,2007-03-30,1990-2009
14158,Movie,6.5,Not Awarded,2012-03-26,2010-2029
14159,Movie,5.9,1.0,2013-03-15,2010-2029
14160,Series,7.1,Not Awarded,2013-07-07,2010-2029
14161,Movie,5.6,1.0,2011-03-04,2010-2029
14162,Movie,5.7,1.0,2013-01-25,2010-2029
14163,Movie,7.3,28.0,2010-12-16,2010-2029
14164,Movie,5.1,Not Awarded,2013-05-18,2010-2029
14165,Movie,6.4,Not Awarded,2011-08-26,2010-2029
14166,Movie,7.9,21.0,1993-09-08,1990-2009
14167,Movie,4.9,Not Awarded,2008-02-07,1990-2009
14168,Movie,6.2,Not Awarded,2010-10-22,2010-2029
14169,Movie,7.1,5.0,2008-02-27,1990-2009
14170,Movie,8.5,38.0,2011-11-02,2010-2029
14171,Movie,7.2,Not Awarded,2008-10-02,1990-2009
14172,Movie,6.4,3.0,2013-09-19,2010-2029
14173,Movie,4.5,Not Awarded,2007-01-05,1990-2009
14174,Movie,5.6,Not Awarded,2013-09-10,2010-2029
14175,Movie,6.5,4.0,2012-09-06,2010-2029
14176,Movie,5.8,1.0,2010-05-12,2010-2029
14177,Movie,6.8,Not Awarded,1989-11-17,1970-1989
14178,Movie,4.5,Not Awarded,1998-08-14,1990-2009
14179,Movie,7.0,8.0,2008-09-12,1990-2009
14180,Movie,7.4,23.0,2003-11-14,1990-2009
14181,Movie,7.3,8.0,2013-12-25,2010-2029
14182,Movie,6.4,Not Awarded,2011-12-03,2010-2029
14183,Movie,7.6,10.0,2003-11-14,1990-2009
14184,Movie,4.9,9.0,2003-06-27,1990-2009
14185,Movie,6.2,1.0,2009-11-06,1990-2009
14186,Movie,5.2,Not Awarded,2012-10-19,2010-2029
14187,Movie,7.7,7.0,2001-02-02,1990-2009
14189,Movie,6.6,Not Awarded,2012-08-03,2010-2029
14190,Movie,6.3,Not Awarded,2006-12-26,1990-2009
14191,Movie,6.1,1.0,2010-08-20,2010-2029
14192,Movie,7.5,10.0,2010-12-09,2010-2029
14193,Series,7.3,Not Awarded,1998-11-28,1990-2009
14194,Movie,7.3,29.0,2010-03-12,2010-2029
14195,Movie,6.6,Not Awarded,1996-01-12,1990-2009
14196,Series,6.4,Not Awarded,2010-01-01,2010-2029
14197,Series,8.1,2.0,2008-01-07,1990-2009
14198,Series,7.3,Not Awarded,2012-05-29,2010-2029
14199,Movie,7.5,86.0,2004-12-25,1990-2009
14200,Movie,5.5,1.0,2009-10-09,1990-2009
14201,Movie,7.0,3.0,1997-05-02,1990-2009
14202,Movie,8.0,38.0,2012-05-04,2010-2029
14203,Movie,7.4,3.0,1987-02-13,1970-1989
14204,Movie,6.4,Not Awarded,2009-09-24,1990-2009
14205,Movie,6.0,Not Awarded,2009-10-23,1990-2009
14206,Movie,7.1,Not Awarded,2002-08-13,1990-2009
14207,Movie,8.2,7.0,2006-03-17,1990-2009
14208,Movie,5.1,1.0,2006-04-14,1990-2009
14209,Movie,3.5,Not Awarded,2011-08-19,2010-2029
14210,Movie,6.7,Not Awarded,2001-08-07,1990-2009
14211,Series,7.0,Not Awarded,1990-09-08,1990-2009
14212,Movie,6.2,1.0,2006-10-27,1990-2009
14213,Series,7.2,Not Awarded,2011-11-08,2010-2029
14214,Movie,5.4,Not Awarded,2013-11-05,2010-2029
14215,Movie,6.2,3.0,2007-11-16,1990-2009
14216,Movie,8.5,36.0,1991-07-03,1990-2009
14217,Movie,5.9,3.0,2011-11-18,2010-2029
14218,Movie,6.6,4.0,2005-10-28,1990-2009
14219,Movie,6.2,1.0,2009-04-17,1990-2009
14220,Movie,8.2,13.0,1998-08-28,1990-2009
14221,Series,9.0,Not Awarded,2009-09-08,1990-2009
14222,Movie,7.2,11.0,2012-03-16,2010-2029
14223,Movie,7.0,3.0,2007-05-11,1990-2009
14224,Movie,6.8,6.0,2002-09-13,1990-2009
14225,Movie,5.2,1.0,2011-09-02,2010-2029
14226,Movie,6.0,Not Awarded,1994-07-09,1990-2009
14227,Movie,6.4,3.0,2009-04-17,1990-2009
14228,Movie,6.1,Not Awarded,2012-09-27,2010-2029
14229,Movie,7.8,36.0,2004-10-15,1990-2009
14230,Movie,6.3,Not Awarded,2010-09-01,2010-2029
14232,Movie,7.1,26.0,2008-05-02,1990-2009
14233,Movie,5.0,4.0,2008-09-12,1990-2009
14234,Movie,6.1,Not Awarded,2003-05-30,1990-2009
14235,Series,7.9,12.0,2009-05-10,1990-2009
14236,Series,7.9,15.0,2005-08-07,1990-2009
14237,Movie,5.3,1.0,2006-12-08,1990-2009
14238,Movie,7.0,1.0,2003-09-19,1990-2009
14239,Movie,7.9,11.0,1987-06-03,1970-1989
14240,Series,6.3,Not Awarded,2004-10-23,1990-2009
14241,Movie,7.8,2.0,2009-01-30,1990-2009
14242,Movie,8.1,40.0,1998-06-05,1990-2009
14243,Movie,5.9,1.0,2011-02-04,2010-2029
14244,Movie,5.2,1.0,2002-04-12,1990-2009
14245,Movie,6.3,2.0,2014-02-15,2010-2029
14246,Movie,6.0,2.0,2005-04-08,1990-2009
14247,Movie,5.8,3.0,1995-07-07,1990-2009
14248,Movie,7.5,123.0,2005-01-21,1990-2009
14249,Movie,6.6,Not Awarded,2006-07-28,1990-2009
14250,Movie,8.5,37.0,1995-08-16,1990-2009
14251,Movie,6.5,2.0,2009-05-21,1990-2009
14252,Movie,6.4,4.0,2010-07-23,2010-2029
14253,Movie,5.9,2.0,1998-11-20,1990-2009
14254,Movie,6.8,10.0,2005-07-22,1990-2009
14255,Movie,5.2,Not Awarded,2005-01-14,1990-2009
14256,Movie,7.6,26.0,2009-01-30,1990-2009
14257,Movie,7.0,1.0,2008-01-25,1990-2009
14258,Movie,6.3,Not Awarded,2009-09-16,1990-2009
14259,Movie,6.4,Not Awarded,2013-09-06,2010-2029
14260,Movie,5.8,Not Awarded,2011-03-17,2010-2029
14262,Movie,5.8,Not Awarded,2012-06-08,2010-2029
14263,Series,8.8,16.0,1990-04-08,1990-2009
14264,Movie,5.8,1.0,2008-02-29,1990-2009
14265,Movie,7.7,23.0,2002-07-12,1990-2009
14266,Movie,6.5,1.0,1994-11-18,1990-2009
14267,Movie,8.6,79.0,1998-07-24,1990-2009
14268,Series,6.7,Not Awarded,2008-02-29,1990-2009
14269,Series,6.3,2.0,2005-08-22,1990-2009
14270,Movie,5.4,3.0,2006-08-18,1990-2009
14271,Movie,5.9,Not Awarded,2004-08-20,1990-2009
14272,Movie,7.1,8.0,2003-10-03,1990-2009
14273,Movie,6.5,Not Awarded,1994-10-07,1990-2009
14274,Movie,7.0,1.0,2013-04-19,2010-2029
14275,Movie,6.8,2.0,2007-10-12,1990-2009
14276,Movie,6.3,Not Awarded,2007-07-27,1990-2009
14277,Movie,7.7,173.0,2010-10-01,2010-2029
14278,Series,8.1,2.0,2014-09-15,2010-2029
14279,Movie,7.6,8.0,2012-04-13,2010-2029
14280,Movie,6.5,19.0,2006-10-20,1990-2009
14281,Movie,6.9,19.0,2011-12-23,2010-2029
14282,Movie,7.9,57.0,2003-10-15,1990-2009
14283,Movie,6.4,3.0,2014-03-21,2010-2029
14284,Movie,6.8,3.0,2008-12-19,1990-2009
14285,Movie,7.5,67.0,2009-01-30,1990-2009
14286,Movie,6.6,Not Awarded,2011-01-28,2010-2029
14287,Movie,5.6,2.0,2012-03-30,2010-2029
14288,Movie,6.8,5.0,2003-11-05,1990-2009
14289,Movie,7.2,8.0,2003-05-15,1990-2009
14290,Movie,8.7,41.0,1999-03-31,1990-2009
14291,Series,8.1,4.0,2008-09-23,1990-2009
14292,Movie,6.3,2.0,2012-07-06,2010-2029
14293,Movie,6.0,Not Awarded,1988-07-29,1970-1989
14294,Movie,6.5,1.0,2001-09-28,1990-2009
14295,Series,6.2,1.0,2004-09-19,1990-2009
14296,Movie,8.6,68.0,1991-02-14,1990-2009
14297,Movie,7.7,21.0,2003-12-05,1990-2009
14298,Series,7.5,20.0,2013-03-18,2010-2029
14299,Movie,5.9,7.0,1999-12-17,1990-2009
14300,Movie,7.1,1.0,2009-09-13,1990-2009
14301,Movie,7.4,2.0,2011-03-18,2010-2029
14302,Movie,4.4,Not Awarded,2012-03-01,2010-2029
14303,Series,8.5,24.0,2003-01-23,1990-2009
14304,Movie,8.4,4.0,1980-06-13,1970-1989
14305,Movie,6.9,8.0,2007-06-01,1990-2009
14306,Movie,6.4,6.0,2010-12-09,2010-2029
14307,Movie,5.8,1.0,1995-08-18,1990-2009
14308,Movie,6.0,4.0,2011-12-08,2010-2029
14309,Movie,8.0,109.0,2010-12-25,2010-2029
14310,Movie,7.3,2.0,1984-06-22,1970-1989
14311,Movie,7.1,Not Awarded,2012-10-09,2010-2029
14312,Series,7.2,Not Awarded,2010-08-02,2010-2029
14313,Movie,6.7,15.0,1996-11-01,1990-2009
14314,Movie,6.8,2.0,2012-05-10,2010-2029
14315,Movie,7.0,4.0,1995-12-15,1990-2009
14316,Movie,6.1,3.0,2000-11-17,1990-2009
14317,Movie,8.0,35.0,2000-10-06,1990-2009
14318,Movie,5.7,1.0,2013-02-08,2010-2029
14319,Movie,7.7,98.0,2003-10-03,1990-2009
14320,Movie,6.4,3.0,1998-12-11,1990-2009
14321,Movie,5.6,1.0,2005-05-13,1990-2009
14322,Movie,7.1,2.0,2009-09-25,1990-2009
14323,Movie,6.7,Not Awarded,1983-12-09,1970-1989
14324,Movie,7.7,26.0,2011-06-10,2010-2029
14325,Movie,6.6,6.0,2011-01-07,2010-2029
14326,Movie,7.0,2.0,2007-12-21,1990-2009
14327,Movie,4.9,2.0,2013-01-31,2010-2029
14328,Movie,7.3,12.0,2009-12-11,1990-2009
14329,Movie,7.4,3.0,2002-05-24,1990-2009
14330,Movie,6.0,1.0,2011-11-11,2010-2029
14331,Movie,8.8,156.0,2010-07-16,2010-2029
14332,Movie,6.1,1.0,2009-01-23,1990-2009
14333,Movie,5.1,5.0,2005-08-05,1990-2009
14334,Movie,4.9,2.0,2011-09-16,2010-2029
14335,Movie,5.7,1.0,2009-09-18,1990-2009
14336,Movie,7.0,6.0,1998-09-18,1990-2009
14337,Movie,5.8,Not Awarded,2012-01-20,2010-2029
14339,Movie,6.5,Not Awarded,2011-11-01,2010-2029
14340,Movie,6.4,1.0,2009-02-06,1990-2009
14341,Movie,7.6,10.0,2009-12-25,1990-2009
14342,Movie,7.1,2.0,2012-09-28,2010-2029
14343,Movie,7.6,49.0,2008-10-31,1990-2009
14344,Movie,6.8,1.0,1991-07-31,1990-2009
14345,Movie,6.7,2.0,2006-12-22,1990-2009
14346,Movie,5.9,1.0,2007-10-12,1990-2009
14347,Movie,7.0,7.0,2010-01-20,2010-2029
14348,Movie,4.7,1.0,2010-04-02,2010-2029
14349,Movie,5.8,Not Awarded,2001-09-14,1990-2009
14350,Movie,8.1,21.0,2009-01-09,1990-2009
14352,Series,8.5,22.0,2013-03-01,2010-2029
14353,Movie,8.0,35.0,1983-02-25,1970-1989
14354,Movie,7.8,6.0,1997-10-24,1990-2009
14355,Movie,6.4,Not Awarded,2010-06-04,2010-2029
14356,Movie,8.7,44.0,1990-09-21,1990-2009
14357,Movie,6.7,3.0,2010-08-06,2010-2029
14358,Movie,7.0,Not Awarded,2012-06-22,2010-2029
14359,Movie,7.1,4.0,2012-09-19,2010-2029
14360,Movie,6.7,Not Awarded,2011-12-14,2010-2029
14361,Series,7.7,11.0,2011-09-20,2010-2029
14362,Movie,7.2,4.0,1978-06-16,1970-1989
14363,Movie,6.3,2.0,2004-12-22,1990-2009
14364,Movie,7.6,2.0,1969-01-08,1950-1969
14365,Movie,6.6,Not Awarded,2008-04-18,1990-2009
14366,Movie,5.4,Not Awarded,1998-12-11,1990-2009
